split,order,image,output,gt_count,pred_count,extra_predictions,missing_predictions,abs_count_diff,max_conf,mean_conf
train,110,E:\mastercode\data\test\images\train\IMG_20260706_100249.jpg,E:\mastercode\9_archive\low_confidence\train\000110_extra+16_gt07_pred23_IMG_20260706_100249.jpg,7,23,16,0,16,0.9498085975646973,0.2846789611503482
train,245,E:\mastercode\data\test\images\train\IMG_20260706_102808.jpg,E:\mastercode\9_archive\low_confidence\train\000245_extra+16_gt03_pred19_IMG_20260706_102808.jpg,3,19,16,0,16,0.9459167122840881,0.2049284930291929
val,84,E:\mastercode\data\test\images\val\IMG_20260706_103521.jpg,E:\mastercode\9_archive\low_confidence\val\000084_extra+16_gt05_pred21_IMG_20260706_103521.jpg,5,21,16,0,16,0.9453795552253723,0.16145072034781888
test,66,E:\mastercode\data\test\images\test\IMG_20260706_105431.jpg,E:\mastercode\9_archive\low_confidence\test\000066_extra+16_gt08_pred24_IMG_20260706_105431.jpg,8,24,16,0,16,0.9426460266113281,0.3813491230442499
val,42,E:\mastercode\data\test\images\val\IMG_20260706_100446.jpg,E:\mastercode\9_archive\low_confidence\val\000042_extra+16_gt02_pred18_IMG_20260706_100446.jpg,2,18,16,0,16,0.9417338371276855,0.1549287819200092
train,250,E:\mastercode\data\test\images\train\IMG_20260706_102841.jpg,E:\mastercode\9_archive\low_confidence\train\000250_extra+16_gt04_pred20_IMG_20260706_102841.jpg,4,20,16,0,16,0.9407351613044739,0.25203734189271926
train,178,E:\mastercode\data\test\images\train\IMG_20260706_101759.jpg,E:\mastercode\9_archive\low_confidence\train\000178_extra+16_gt05_pred21_IMG_20260706_101759.jpg,5,21,16,0,16,0.9393265843391418,0.25247688006077496
train,129,E:\mastercode\data\test\images\train\IMG_20260706_100520.jpg,E:\mastercode\9_archive\low_confidence\train\000129_extra+16_gt11_pred27_IMG_20260706_100520.jpg,11,27,16,0,16,0.9386722445487976,0.34715542880197364
val,71,E:\mastercode\data\test\images\val\IMG_20260706_102810.jpg,E:\mastercode\9_archive\low_confidence\val\000071_extra+16_gt04_pred20_IMG_20260706_102810.jpg,4,20,16,0,16,0.9386602640151978,0.15739358328282832
train,43,E:\mastercode\data\test\images\train\IMG20231120161107_BURST014.jpg,E:\mastercode\9_archive\low_confidence\train\000043_extra+16_gt18_pred34_IMG20231120161107_BURST014.jpg,18,34,16,0,16,0.9340102672576904,0.4358434044646428
train,394,E:\mastercode\data\test\images\train\IMG_20260706_104304.jpg,E:\mastercode\9_archive\low_confidence\train\000394_extra+16_gt04_pred20_IMG_20260706_104304.jpg,4,20,16,0,16,0.9338511824607849,0.20528094936162233
test,93,E:\mastercode\data\test\images\test\IMG_20260706_111740.jpg,E:\mastercode\9_archive\low_confidence\test\000093_extra+16_gt07_pred23_IMG_20260706_111740.jpg,7,23,16,0,16,0.9335512518882751,0.25571410904597974
train,33,E:\mastercode\data\test\images\train\IMG20231120161107_BURST000_COVER.jpg,E:\mastercode\9_archive\low_confidence\train\000033_extra+16_gt19_pred35_IMG20231120161107_BURST000_COVER.jpg,19,35,16,0,16,0.9335246682167053,0.40297494402953554
train,382,E:\mastercode\data\test\images\train\IMG_20260706_104152.jpg,E:\mastercode\9_archive\low_confidence\train\000382_extra+16_gt01_pred17_IMG_20260706_104152.jpg,1,17,16,0,16,0.9326296448707581,0.11426739915109732
train,38,E:\mastercode\data\test\images\train\IMG20231120161107_BURST007.jpg,E:\mastercode\9_archive\low_confidence\train\000038_extra+16_gt19_pred35_IMG20231120161107_BURST007.jpg,19,35,16,0,16,0.931244432926178,0.3980792047721999
train,607,E:\mastercode\data\test\images\train\IMG_20260706_111534.jpg,E:\mastercode\9_archive\low_confidence\train\000607_extra+16_gt06_pred22_IMG_20260706_111534.jpg,6,22,16,0,16,0.9188293814659119,0.272826418153603
train,126,E:\mastercode\data\test\images\train\IMG_20260706_100456.jpg,E:\mastercode\9_archive\low_confidence\train\000126_extra+16_gt04_pred20_IMG_20260706_100456.jpg,4,20,16,0,16,0.913727343082428,0.20764609817415475
train,211,E:\mastercode\data\test\images\train\IMG_20260706_102421.jpg,E:\mastercode\9_archive\low_confidence\train\000211_extra+16_gt01_pred17_IMG_20260706_102421.jpg,1,17,16,0,16,0.9004951119422913,0.07932875376632985
train,637,E:\mastercode\data\test\images\train\IMG_20260706_111818.jpg,E:\mastercode\9_archive\low_confidence\train\000637_extra+16_gt01_pred17_IMG_20260706_111818.jpg,1,17,16,0,16,0.8735558390617371,0.07919732946902514
test,38,E:\mastercode\data\test\images\test\IMG_20260706_103031.jpg,E:\mastercode\9_archive\low_confidence\test\000038_extra+16_gt00_pred16_IMG_20260706_103031.jpg,0,16,16,0,16,0.09565723687410355,0.027616129897069186
train,160,E:\mastercode\data\test\images\train\IMG_20260706_101004.jpg,E:\mastercode\9_archive\low_confidence\train\000160_extra+15_gt04_pred19_IMG_20260706_101004.jpg,4,19,15,0,15,0.9686842560768127,0.2007253672927618
test,74,E:\mastercode\data\test\images\test\IMG_20260706_105919.jpg,E:\mastercode\9_archive\low_confidence\test\000074_extra+15_gt02_pred17_IMG_20260706_105919.jpg,2,17,15,0,15,0.9644393920898438,0.16821957154966452
train,488,E:\mastercode\data\test\images\train\IMG_20260706_105743.jpg,E:\mastercode\9_archive\low_confidence\train\000488_extra+15_gt03_pred18_IMG_20260706_105743.jpg,3,18,15,0,15,0.9638150930404663,0.16114354956274232
train,74,E:\mastercode\data\test\images\train\IMG20231120161838.jpg,E:\mastercode\9_archive\low_confidence\train\000074_extra+15_gt12_pred27_IMG20231120161838.jpg,12,27,15,0,15,0.9621540307998657,0.4623455859168812
train,617,E:\mastercode\data\test\images\train\IMG_20260706_111559.jpg,E:\mastercode\9_archive\low_confidence\train\000617_extra+15_gt06_pred21_IMG_20260706_111559.jpg,6,21,15,0,15,0.9590723514556885,0.2843041680753231
test,60,E:\mastercode\data\test\images\test\IMG_20260706_105013.jpg,E:\mastercode\9_archive\low_confidence\test\000060_extra+15_gt04_pred19_IMG_20260706_105013.jpg,4,19,15,0,15,0.9576005935668945,0.21287749648878448
train,198,E:\mastercode\data\test\images\train\IMG_20260706_102151.jpg,E:\mastercode\9_archive\low_confidence\train\000198_extra+15_gt08_pred23_IMG_20260706_102151.jpg,8,23,15,0,15,0.9572467803955078,0.18670764245578778
train,128,E:\mastercode\data\test\images\train\IMG_20260706_100508.jpg,E:\mastercode\9_archive\low_confidence\train\000128_extra+15_gt04_pred19_IMG_20260706_100508.jpg,4,19,15,0,15,0.9552914500236511,0.3143688042305018
val,21,E:\mastercode\data\test\images\val\IMG20231120161953.jpg,E:\mastercode\9_archive\low_confidence\val\000021_extra+15_gt05_pred20_IMG20231120161953.jpg,5,20,15,0,15,0.9529020190238953,0.327958757057786
val,30,E:\mastercode\data\test\images\val\IMG_20260706_095959.jpg,E:\mastercode\9_archive\low_confidence\val\000030_extra+15_gt01_pred16_IMG_20260706_095959.jpg,1,16,15,0,15,0.9505055546760559,0.11293487239163369
test,14,E:\mastercode\data\test\images\test\IMG_20260706_100145.jpg,E:\mastercode\9_archive\low_confidence\test\000014_extra+15_gt03_pred18_IMG_20260706_100145.jpg,3,18,15,0,15,0.9497696757316589,0.2015680390306645
train,441,E:\mastercode\data\test\images\train\IMG_20260706_105309.jpg,E:\mastercode\9_archive\low_confidence\train\000441_extra+15_gt03_pred18_IMG_20260706_105309.jpg,3,18,15,0,15,0.9495433568954468,0.17299709267293414
train,492,E:\mastercode\data\test\images\train\IMG_20260706_105810.jpg,E:\mastercode\9_archive\low_confidence\train\000492_extra+15_gt02_pred17_IMG_20260706_105810.jpg,2,17,15,0,15,0.949250340461731,0.16097809927647605
train,296,E:\mastercode\data\test\images\train\IMG_20260706_103438.jpg,E:\mastercode\9_archive\low_confidence\train\000296_extra+15_gt05_pred20_IMG_20260706_103438.jpg,5,20,15,0,15,0.9473507404327393,0.26814850242808463
val,139,E:\mastercode\data\test\images\val\IMG_20260706_105729.jpg,E:\mastercode\9_archive\low_confidence\val\000139_extra+15_gt04_pred19_IMG_20260706_105729.jpg,4,19,15,0,15,0.9447356462478638,0.23840854145390422
train,68,E:\mastercode\data\test\images\train\IMG20231120161721.jpg,E:\mastercode\9_archive\low_confidence\train\000068_extra+15_gt11_pred26_IMG20231120161721.jpg,11,26,15,0,15,0.942754328250885,0.35415299218864393
test,27,E:\mastercode\data\test\images\test\IMG_20260706_101908.jpg,E:\mastercode\9_archive\low_confidence\test\000027_extra+15_gt05_pred20_IMG_20260706_101908.jpg,5,20,15,0,15,0.9399585127830505,0.12186473314650356
train,203,E:\mastercode\data\test\images\train\IMG_20260706_102223.jpg,E:\mastercode\9_archive\low_confidence\train\000203_extra+15_gt06_pred21_IMG_20260706_102223.jpg,6,21,15,0,15,0.9392402172088623,0.2504828727050197
train,351,E:\mastercode\data\test\images\train\IMG_20260706_103931.jpg,E:\mastercode\9_archive\low_confidence\train\000351_extra+15_gt03_pred18_IMG_20260706_103931.jpg,3,18,15,0,15,0.9383763670921326,0.17380337070466745
train,342,E:\mastercode\data\test\images\train\IMG_20260706_103905.jpg,E:\mastercode\9_archive\low_confidence\train\000342_extra+15_gt01_pred16_IMG_20260706_103905.jpg,1,16,15,0,15,0.9311281442642212,0.0952549006906338
train,636,E:\mastercode\data\test\images\train\IMG_20260706_111814.jpg,E:\mastercode\9_archive\low_confidence\train\000636_extra+15_gt03_pred18_IMG_20260706_111814.jpg,3,18,15,0,15,0.8286716938018799,0.15620505861524078
train,540,E:\mastercode\data\test\images\train\IMG_20260706_110721.jpg,E:\mastercode\9_archive\low_confidence\train\000540_extra+15_gt01_pred16_IMG_20260706_110721.jpg,1,16,15,0,15,0.7619357705116272,0.11545634747017175
train,87,E:\mastercode\data\test\images\train\IMG_20260706_095609.jpg,E:\mastercode\9_archive\low_confidence\train\000087_extra+15_gt00_pred15_IMG_20260706_095609.jpg,0,15,15,0,15,0.2686377763748169,0.04836483107258876
train,244,E:\mastercode\data\test\images\train\IMG_20260706_102800.jpg,E:\mastercode\9_archive\low_confidence\train\000244_extra+14_gt06_pred20_IMG_20260706_102800.jpg,6,20,14,0,14,0.9684832692146301,0.30257925409823655
train,321,E:\mastercode\data\test\images\train\IMG_20260706_103702.jpg,E:\mastercode\9_archive\low_confidence\train\000321_extra+14_gt14_pred28_IMG_20260706_103702.jpg,14,28,14,0,14,0.9674632549285889,0.499940072685214
train,20,E:\mastercode\data\test\images\train\IMG20231120160429.jpg,E:\mastercode\9_archive\low_confidence\train\000020_extra+14_gt18_pred32_IMG20231120160429.jpg,18,32,14,0,14,0.9643200039863586,0.5208986618090421
test,48,E:\mastercode\data\test\images\test\IMG_20260706_103604.jpg,E:\mastercode\9_archive\low_confidence\test\000048_extra+14_gt11_pred25_IMG_20260706_103604.jpg,11,25,14,0,14,0.9632824063301086,0.46460627514868974
train,316,E:\mastercode\data\test\images\train\IMG_20260706_103614.jpg,E:\mastercode\9_archive\low_confidence\train\000316_extra+14_gt06_pred20_IMG_20260706_103614.jpg,6,20,14,0,14,0.9618627429008484,0.28128990055993197
val,10,E:\mastercode\data\test\images\val\IMG20231120160810.jpg,E:\mastercode\9_archive\low_confidence\val\000010_extra+14_gt07_pred21_IMG20231120160810.jpg,7,21,14,0,14,0.9595246911048889,0.27109381024326595
val,188,E:\mastercode\data\test\images\val\IMG_20260706_112007.jpg,E:\mastercode\9_archive\low_confidence\val\000188_extra+14_gt03_pred17_IMG_20260706_112007.jpg,3,17,14,0,14,0.9559513926506042,0.20584945632692644
val,148,E:\mastercode\data\test\images\val\IMG_20260706_110008.jpg,E:\mastercode\9_archive\low_confidence\val\000148_extra+14_gt07_pred21_IMG_20260706_110008.jpg,7,21,14,0,14,0.9545795321464539,0.3184127417792167
train,349,E:\mastercode\data\test\images\train\IMG_20260706_103927.jpg,E:\mastercode\9_archive\low_confidence\train\000349_extra+14_gt04_pred18_IMG_20260706_103927.jpg,4,18,14,0,14,0.9530795812606812,0.2616986570776337
train,459,E:\mastercode\data\test\images\train\IMG_20260706_105429.jpg,E:\mastercode\9_archive\low_confidence\train\000459_extra+14_gt11_pred25_IMG_20260706_105429.jpg,11,25,14,0,14,0.9515269994735718,0.41846371971070767
train,642,E:\mastercode\data\test\images\train\IMG_20260706_111849.jpg,E:\mastercode\9_archive\low_confidence\train\000642_extra+14_gt10_pred24_IMG_20260706_111849.jpg,10,24,14,0,14,0.9510132074356079,0.2776815521453197
train,208,E:\mastercode\data\test\images\train\IMG_20260706_102413.jpg,E:\mastercode\9_archive\low_confidence\train\000208_extra+14_gt04_pred18_IMG_20260706_102413.jpg,4,18,14,0,14,0.9509369134902954,0.2301827808842063
test,16,E:\mastercode\data\test\images\test\IMG_20260706_100313.jpg,E:\mastercode\9_archive\low_confidence\test\000016_extra+14_gt03_pred17_IMG_20260706_100313.jpg,3,17,14,0,14,0.9506588578224182,0.27831940670662064
train,648,E:\mastercode\data\test\images\train\IMG_20260706_112002.jpg,E:\mastercode\9_archive\low_confidence\train\000648_extra+14_gt06_pred20_IMG_20260706_112002.jpg,6,20,14,0,14,0.9505851864814758,0.30141205522231757
train,185,E:\mastercode\data\test\images\train\IMG_20260706_101918.jpg,E:\mastercode\9_archive\low_confidence\train\000185_extra+14_gt02_pred16_IMG_20260706_101918.jpg,2,16,14,0,14,0.949850857257843,0.16475751873804256
test,85,E:\mastercode\data\test\images\test\IMG_20260706_110842.jpg,E:\mastercode\9_archive\low_confidence\test\000085_extra+14_gt06_pred20_IMG_20260706_110842.jpg,6,20,14,0,14,0.9489098787307739,0.2770409063436091
train,168,E:\mastercode\data\test\images\train\IMG_20260706_101218.jpg,E:\mastercode\9_archive\low_confidence\train\000168_extra+14_gt03_pred17_IMG_20260706_101218.jpg,3,17,14,0,14,0.9460430145263672,0.17088201028459213
train,615,E:\mastercode\data\test\images\train\IMG_20260706_111556.jpg,E:\mastercode\9_archive\low_confidence\train\000615_extra+14_gt06_pred20_IMG_20260706_111556.jpg,6,20,14,0,14,0.9454730153083801,0.30706624654121695
train,473,E:\mastercode\data\test\images\train\IMG_20260706_105536.jpg,E:\mastercode\9_archive\low_confidence\train\000473_extra+14_gt05_pred19_IMG_20260706_105536.jpg,5,19,14,0,14,0.9438773393630981,0.2305829184325902
val,53,E:\mastercode\data\test\images\val\IMG_20260706_101706.jpg,E:\mastercode\9_archive\low_confidence\val\000053_extra+14_gt01_pred15_IMG_20260706_101706.jpg,1,15,14,0,14,0.9437258243560791,0.10545987573762734
train,381,E:\mastercode\data\test\images\train\IMG_20260706_104149.jpg,E:\mastercode\9_archive\low_confidence\train\000381_extra+14_gt03_pred17_IMG_20260706_104149.jpg,3,17,14,0,14,0.9434689879417419,0.20375340010094292
val,9,E:\mastercode\data\test\images\val\IMG20231120160803.jpg,E:\mastercode\9_archive\low_confidence\val\000009_extra+14_gt03_pred17_IMG20231120160803.jpg,3,17,14,0,14,0.9413354396820068,0.1909634634742842
val,79,E:\mastercode\data\test\images\val\IMG_20260706_103137.jpg,E:\mastercode\9_archive\low_confidence\val\000079_extra+14_gt03_pred17_IMG_20260706_103137.jpg,3,17,14,0,14,0.9381051063537598,0.16551194920697632
val,122,E:\mastercode\data\test\images\val\IMG_20260706_105300.jpg,E:\mastercode\9_archive\low_confidence\val\000122_extra+14_gt10_pred24_IMG_20260706_105300.jpg,10,24,14,0,14,0.9366821646690369,0.36834051421222586
train,104,E:\mastercode\data\test\images\train\IMG_20260706_100137.jpg,E:\mastercode\9_archive\low_confidence\train\000104_extra+14_gt09_pred23_IMG_20260706_100137.jpg,9,23,14,0,14,0.9343195557594299,0.37119838664227206
train,647,E:\mastercode\data\test\images\train\IMG_20260706_112001.jpg,E:\mastercode\9_archive\low_confidence\train\000647_extra+14_gt03_pred17_IMG_20260706_112001.jpg,3,17,14,0,14,0.9269177913665771,0.19180731311002197
train,611,E:\mastercode\data\test\images\train\IMG_20260706_111541.jpg,E:\mastercode\9_archive\low_confidence\train\000611_extra+14_gt07_pred21_IMG_20260706_111541.jpg,7,21,14,0,14,0.9256536960601807,0.30164031342913705
val,89,E:\mastercode\data\test\images\val\IMG_20260706_103735.jpg,E:\mastercode\9_archive\low_confidence\val\000089_extra+14_gt02_pred16_IMG_20260706_103735.jpg,2,16,14,0,14,0.9231783747673035,0.19782280386425555
train,366,E:\mastercode\data\test\images\train\IMG_20260706_104044.jpg,E:\mastercode\9_archive\low_confidence\train\000366_extra+14_gt01_pred15_IMG_20260706_104044.jpg,1,15,14,0,14,0.9153302311897278,0.08838312526543936
test,83,E:\mastercode\data\test\images\test\IMG_20260706_110318.jpg,E:\mastercode\9_archive\low_confidence\test\000083_extra+14_gt06_pred20_IMG_20260706_110318.jpg,6,20,14,0,14,0.9102910757064819,0.278028229996562
train,405,E:\mastercode\data\test\images\train\IMG_20260706_104448.jpg,E:\mastercode\9_archive\low_confidence\train\000405_extra+14_gt02_pred16_IMG_20260706_104448.jpg,2,16,14,0,14,0.8878255486488342,0.14408287138212472
train,437,E:\mastercode\data\test\images\train\IMG_20260706_105241.jpg,E:\mastercode\9_archive\low_confidence\train\000437_extra+14_gt02_pred16_IMG_20260706_105241.jpg,2,16,14,0,14,0.8840441107749939,0.14567763649392873
train,527,E:\mastercode\data\test\images\train\IMG_20260706_110252.jpg,E:\mastercode\9_archive\low_confidence\train\000527_extra+13_gt03_pred16_IMG_20260706_110252.jpg,3,16,13,0,13,0.9739238619804382,0.20585993654094636
train,23,E:\mastercode\data\test\images\train\IMG20231120160655.jpg,E:\mastercode\9_archive\low_confidence\train\000023_extra+13_gt16_pred29_IMG20231120160655.jpg,16,29,13,0,13,0.9718186259269714,0.542273365731897
train,253,E:\mastercode\data\test\images\train\IMG_20260706_102855.jpg,E:\mastercode\9_archive\low_confidence\train\000253_extra+13_gt10_pred23_IMG_20260706_102855.jpg,10,23,13,0,13,0.964769721031189,0.3050323180935305
train,505,E:\mastercode\data\test\images\train\IMG_20260706_105916.jpg,E:\mastercode\9_archive\low_confidence\train\000505_extra+13_gt02_pred15_IMG_20260706_105916.jpg,2,15,13,0,13,0.9623386859893799,0.15135618125398953
val,80,E:\mastercode\data\test\images\val\IMG_20260706_103214.jpg,E:\mastercode\9_archive\low_confidence\val\000080_extra+13_gt03_pred16_IMG_20260706_103214.jpg,3,16,13,0,13,0.9602855443954468,0.20407859340775758
train,251,E:\mastercode\data\test\images\train\IMG_20260706_102850.jpg,E:\mastercode\9_archive\low_confidence\train\000251_extra+13_gt11_pred24_IMG_20260706_102850.jpg,11,24,13,0,13,0.959680438041687,0.3715585971949622
val,40,E:\mastercode\data\test\images\val\IMG_20260706_100408.jpg,E:\mastercode\9_archive\low_confidence\val\000040_extra+13_gt10_pred23_IMG_20260706_100408.jpg,10,23,13,0,13,0.9595674872398376,0.3812428025690758
train,262,E:\mastercode\data\test\images\train\IMG_20260706_103005.jpg,E:\mastercode\9_archive\low_confidence\train\000262_extra+13_gt02_pred15_IMG_20260706_103005.jpg,2,15,13,0,13,0.9595212936401367,0.18698542223622402
val,92,E:\mastercode\data\test\images\val\IMG_20260706_103815.jpg,E:\mastercode\9_archive\low_confidence\val\000092_extra+13_gt07_pred20_IMG_20260706_103815.jpg,7,20,13,0,13,0.9561282992362976,0.32526533943600955
val,86,E:\mastercode\data\test\images\val\IMG_20260706_103550.jpg,E:\mastercode\9_archive\low_confidence\val\000086_extra+13_gt07_pred20_IMG_20260706_103550.jpg,7,20,13,0,13,0.9555416107177734,0.3105524855200201
train,93,E:\mastercode\data\test\images\train\IMG_20260706_095808.jpg,E:\mastercode\9_archive\low_confidence\train\000093_extra+13_gt05_pred18_IMG_20260706_095808.jpg,5,18,13,0,13,0.9554709792137146,0.22049303663273653
train,628,E:\mastercode\data\test\images\train\IMG_20260706_111720.jpg,E:\mastercode\9_archive\low_confidence\train\000628_extra+13_gt03_pred16_IMG_20260706_111720.jpg,3,16,13,0,13,0.9544032216072083,0.2563389912247658
val,32,E:\mastercode\data\test\images\val\IMG_20260706_100019.jpg,E:\mastercode\9_archive\low_confidence\val\000032_extra+13_gt03_pred16_IMG_20260706_100019.jpg,3,16,13,0,13,0.9529473781585693,0.18056808825349435
train,510,E:\mastercode\data\test\images\train\IMG_20260706_105945.jpg,E:\mastercode\9_archive\low_confidence\train\000510_extra+13_gt08_pred21_IMG_20260706_105945.jpg,8,21,13,0,13,0.9506644606590271,0.36142825925101835
train,117,E:\mastercode\data\test\images\train\IMG_20260706_100340.jpg,E:\mastercode\9_archive\low_confidence\train\000117_extra+13_gt07_pred20_IMG_20260706_100340.jpg,7,20,13,0,13,0.9491835236549377,0.31065481193363664
train,534,E:\mastercode\data\test\images\train\IMG_20260706_110329.jpg,E:\mastercode\9_archive\low_confidence\train\000534_extra+13_gt04_pred17_IMG_20260706_110329.jpg,4,17,13,0,13,0.9468309879302979,0.1396919821443803
train,96,E:\mastercode\data\test\images\train\IMG_20260706_095848.jpg,E:\mastercode\9_archive\low_confidence\train\000096_extra+13_gt02_pred15_IMG_20260706_095848.jpg,2,15,13,0,13,0.9435338973999023,0.20152743527044853
train,461,E:\mastercode\data\test\images\train\IMG_20260706_105436.jpg,E:\mastercode\9_archive\low_confidence\train\000461_extra+13_gt05_pred18_IMG_20260706_105436.jpg,5,18,13,0,13,0.9426014423370361,0.35892983168984455
val,34,E:\mastercode\data\test\images\val\IMG_20260706_100101.jpg,E:\mastercode\9_archive\low_confidence\val\000034_extra+13_gt02_pred15_IMG_20260706_100101.jpg,2,15,13,0,13,0.9400429725646973,0.14339892696589232
train,377,E:\mastercode\data\test\images\train\IMG_20260706_104141.jpg,E:\mastercode\9_archive\low_confidence\train\000377_extra+13_gt04_pred17_IMG_20260706_104141.jpg,4,17,13,0,13,0.9382745623588562,0.25319184384801807
train,35,E:\mastercode\data\test\images\train\IMG20231120161107_BURST002.jpg,E:\mastercode\9_archive\low_confidence\train\000035_extra+13_gt18_pred31_IMG20231120161107_BURST002.jpg,18,31,13,0,13,0.9366946220397949,0.4560012510947643
train,44,E:\mastercode\data\test\images\train\IMG20231120161107_BURST016.jpg,E:\mastercode\9_archive\low_confidence\train\000044_extra+13_gt17_pred30_IMG20231120161107_BURST016.jpg,17,30,13,0,13,0.9360373020172119,0.4643182336352766
train,85,E:\mastercode\data\test\images\train\IMG_20260706_095525.jpg,E:\mastercode\9_archive\low_confidence\train\000085_extra+13_gt01_pred14_IMG_20260706_095525.jpg,1,14,13,0,13,0.9331378936767578,0.11519006180710026
test,22,E:\mastercode\data\test\images\test\IMG_20260706_101051.jpg,E:\mastercode\9_archive\low_confidence\test\000022_extra+13_gt05_pred18_IMG_20260706_101051.jpg,5,18,13,0,13,0.9230948686599731,0.28091964875865316
val,33,E:\mastercode\data\test\images\val\IMG_20260706_100053.jpg,E:\mastercode\9_archive\low_confidence\val\000033_extra+13_gt06_pred19_IMG_20260706_100053.jpg,6,19,13,0,13,0.9156290888786316,0.25922157090941544
train,622,E:\mastercode\data\test\images\train\IMG_20260706_111640.jpg,E:\mastercode\9_archive\low_confidence\train\000622_extra+13_gt02_pred15_IMG_20260706_111640.jpg,2,15,13,0,13,0.9120730757713318,0.18050479236990213
val,150,E:\mastercode\data\test\images\val\IMG_20260706_110103.jpg,E:\mastercode\9_archive\low_confidence\val\000150_extra+13_gt02_pred15_IMG_20260706_110103.jpg,2,15,13,0,13,0.8857504725456238,0.1969594764833649
train,102,E:\mastercode\data\test\images\train\IMG_20260706_100122.jpg,E:\mastercode\9_archive\low_confidence\train\000102_extra+13_gt01_pred14_IMG_20260706_100122.jpg,1,14,13,0,13,0.8767560124397278,0.09104676990370665
train,288,E:\mastercode\data\test\images\train\IMG_20260706_103339.jpg,E:\mastercode\9_archive\low_confidence\train\000288_extra+13_gt04_pred17_IMG_20260706_103339.jpg,4,17,13,0,13,0.7631969451904297,0.10512219232452266
train,595,E:\mastercode\data\test\images\train\IMG_20260706_111457.jpg,E:\mastercode\9_archive\low_confidence\train\000595_extra+12_gt01_pred13_IMG_20260706_111457.jpg,1,13,12,0,12,0.9992256164550781,0.10968633741140366
train,325,E:\mastercode\data\test\images\train\IMG_20260706_103724.jpg,E:\mastercode\9_archive\low_confidence\train\000325_extra+12_gt03_pred15_IMG_20260706_103724.jpg,3,15,12,0,12,0.9639418721199036,0.22715546643982332
train,64,E:\mastercode\data\test\images\train\IMG20231120161543.jpg,E:\mastercode\9_archive\low_confidence\train\000064_extra+12_gt02_pred14_IMG20231120161543.jpg,2,14,12,0,12,0.9610866904258728,0.17368871864995786
val,93,E:\mastercode\data\test\images\val\IMG_20260706_103855.jpg,E:\mastercode\9_archive\low_confidence\val\000093_extra+12_gt03_pred15_IMG_20260706_103855.jpg,3,15,12,0,12,0.9597387313842773,0.26962856551011405
val,12,E:\mastercode\data\test\images\val\IMG20231120160949.jpg,E:\mastercode\9_archive\low_confidence\val\000012_extra+12_gt08_pred20_IMG20231120160949.jpg,8,20,12,0,12,0.9594134092330933,0.4629012400750071
val,87,E:\mastercode\data\test\images\val\IMG_20260706_103607.jpg,E:\mastercode\9_archive\low_confidence\val\000087_extra+12_gt06_pred18_IMG_20260706_103607.jpg,6,18,12,0,12,0.9583858847618103,0.3228727434761822
train,651,E:\mastercode\data\test\images\train\IMG_20260706_112010.jpg,E:\mastercode\9_archive\low_confidence\train\000651_extra+12_gt04_pred16_IMG_20260706_112010.jpg,4,16,12,0,12,0.9583324790000916,0.2629265981959179
train,154,E:\mastercode\data\test\images\train\IMG_20260706_100923.jpg,E:\mastercode\9_archive\low_confidence\train\000154_extra+12_gt06_pred18_IMG_20260706_100923.jpg,6,18,12,0,12,0.9578878283500671,0.28173328780879575
train,563,E:\mastercode\data\test\images\train\IMG_20260706_110955.jpg,E:\mastercode\9_archive\low_confidence\train\000563_extra+12_gt01_pred13_IMG_20260706_110955.jpg,1,13,12,0,12,0.9578769207000732,0.15926606186593956
train,311,E:\mastercode\data\test\images\train\IMG_20260706_103552.jpg,E:\mastercode\9_archive\low_confidence\train\000311_extra+12_gt09_pred21_IMG_20260706_103552.jpg,9,21,12,0,12,0.9573312997817993,0.41186864407999174
test,88,E:\mastercode\data\test\images\test\IMG_20260706_111007.jpg,E:\mastercode\9_archive\low_confidence\test\000088_extra+12_gt06_pred18_IMG_20260706_111007.jpg,6,18,12,0,12,0.9545655250549316,0.19078239193186164
val,63,E:\mastercode\data\test\images\val\IMG_20260706_102525.jpg,E:\mastercode\9_archive\low_confidence\val\000063_extra+12_gt01_pred13_IMG_20260706_102525.jpg,1,13,12,0,12,0.9534607529640198,0.13749711659665292
train,363,E:\mastercode\data\test\images\train\IMG_20260706_104033.jpg,E:\mastercode\9_archive\low_confidence\train\000363_extra+12_gt01_pred13_IMG_20260706_104033.jpg,1,13,12,0,12,0.9526042342185974,0.09886860876129223
train,455,E:\mastercode\data\test\images\train\IMG_20260706_105405.jpg,E:\mastercode\9_archive\low_confidence\train\000455_extra+12_gt07_pred19_IMG_20260706_105405.jpg,7,19,12,0,12,0.9525905847549438,0.35993169449073703
train,566,E:\mastercode\data\test\images\train\IMG_20260706_111009.jpg,E:\mastercode\9_archive\low_confidence\train\000566_extra+12_gt03_pred15_IMG_20260706_111009.jpg,3,15,12,0,12,0.9514557719230652,0.14346614585568507
train,206,E:\mastercode\data\test\images\train\IMG_20260706_102341.jpg,E:\mastercode\9_archive\low_confidence\train\000206_extra+12_gt01_pred13_IMG_20260706_102341.jpg,1,13,12,0,12,0.9513629674911499,0.15404743823007896
train,516,E:\mastercode\data\test\images\train\IMG_20260706_110029.jpg,E:\mastercode\9_archive\low_confidence\train\000516_extra+12_gt03_pred15_IMG_20260706_110029.jpg,3,15,12,0,12,0.9497433304786682,0.24479533868531386
