image,min_side_640,max_side_640,min_side_native,size_bin,v_inst,v_bg,dv,a_contrast,blur_var
train/IMG_0253.jpg,18.33,23.33,88.0,16-32px,56.8,131.4,-74.6,8.88,2015.6
train/IMG_0253.jpg,14.17,17.08,68.0,<16px,132.7,109.8,22.9,0.62,531.1
train/IMG_0253.jpg,9.17,9.58,44.0,<16px,62.9,174.9,-112.0,6.01,162.2
train/IMG_0253.jpg,10.83,11.67,52.0,<16px,86.0,89.7,-3.8,0.25,176.2
train/IMG_0253.jpg,27.08,28.33,130.0,16-32px,46.1,112.3,-66.2,3.84,1993.5
train/IMG_0254.jpg,100.0,100.42,480.0,64-128px,100.6,85.8,14.8,2.43,2246.8
train/IMG_0254.jpg,81.67,105.0,392.0,64-128px,139.1,162.5,-23.4,2.23,5745.1
train/IMG_0254.jpg,85.42,90.83,410.0,64-128px,58.7,143.0,-84.3,5.57,1163.0
train/IMG_0254.jpg,97.5,105.83,468.0,64-128px,128.7,108.9,19.8,7.84,4788.9
train/IMG_0255.jpg,42.08,43.33,202.0,32-64px,72.6,100.6,-28.0,3.01,2776.0
train/IMG_0255.jpg,55.42,56.67,266.0,32-64px,123.2,103.6,19.6,2.67,2660.8
train/IMG_0255.jpg,35.0,35.42,168.0,32-64px,47.4,78.4,-31.0,4.97,2833.6
train/IMG_0255.jpg,13.33,27.5,64.0,<16px,53.5,89.6,-36.0,3.85,988.6
train/IMG_0255.jpg,32.92,34.58,158.0,32-64px,53.9,62.5,-8.6,5.08,2964.4
train/IMG_0255.jpg,16.67,18.33,80.0,16-32px,85.6,90.9,-5.3,0.14,324.4
train/IMG_0255.jpg,18.33,18.75,88.0,16-32px,80.3,101.9,-21.6,2.12,212.3
train/IMG_0255.jpg,10.83,15.0,52.0,<16px,59.2,125.4,-66.2,1.04,186.0
train/IMG_0256.jpg,57.92,58.33,278.0,32-64px,91.3,89.4,1.9,4.03,6183.6
train/IMG_0256.jpg,62.5,62.5,300.0,32-64px,83.8,88.1,-4.3,0.56,3088.6
train/IMG_0256.jpg,32.08,60.42,154.0,32-64px,91.1,126.8,-35.7,6.43,4866.7
train/IMG_0258.jpg,91.67,117.92,440.0,64-128px,83.7,103.2,-19.5,1.38,2181.4
train/IMG_0258.jpg,17.08,20.42,82.0,16-32px,109.9,109.0,1.0,3.66,13.6
train/IMG_0258.jpg,22.08,22.5,106.0,16-32px,69.8,95.3,-25.6,3.33,104.0
train/IMG_0259.jpg,143.33,167.08,688.0,>=128px,103.4,98.7,4.6,2.88,1550.7
train/IMG_0259.jpg,105.42,112.92,506.0,64-128px,83.3,168.7,-85.4,2.39,5733.7
train/IMG_0259.jpg,162.5,170.0,780.0,>=128px,96.1,99.4,-3.3,0.16,1233.4
train/IMG_0259.jpg,55.42,83.33,266.0,32-64px,57.8,78.8,-21.0,2.01,299.2
train/IMG_0260.jpg,53.33,66.67,256.0,32-64px,89.5,79.1,10.3,0.65,31.4
train/IMG_0260.jpg,52.92,70.42,254.0,32-64px,87.8,102.1,-14.3,4.51,74.5
train/IMG_0260.jpg,61.25,63.75,294.0,32-64px,100.6,89.9,10.7,2.21,54.8
train/IMG_0260.jpg,21.25,36.25,102.0,16-32px,78.2,160.5,-82.3,6.42,117.3
train/IMG_0260.jpg,15.83,31.67,76.0,<16px,135.5,160.1,-24.5,1.9,209.6
train/IMG_0260.jpg,52.5,65.0,252.0,32-64px,66.9,174.6,-107.7,7.75,2260.9
train/IMG_0261.jpg,52.5,67.92,252.0,32-64px,88.1,104.7,-16.6,4.37,3504.7
train/IMG_0261.jpg,60.42,62.08,290.0,32-64px,103.7,91.4,12.3,2.69,4049.2
train/IMG_0261.jpg,53.33,65.83,256.0,32-64px,95.1,80.9,14.2,1.23,2802.0
train/IMG_0261.jpg,30.42,42.92,146.0,16-32px,82.5,103.9,-21.5,2.01,1255.3
train/IMG_0261.jpg,19.17,31.67,92.0,16-32px,78.3,158.8,-80.5,6.36,28.3
train/IMG_0261.jpg,19.17,29.58,92.0,16-32px,139.3,157.6,-18.4,2.31,64.0
train/IMG_0261.jpg,46.25,61.25,222.0,32-64px,69.7,175.6,-106.0,8.06,272.4
train/IMG_0262.jpg,25.83,33.75,124.0,16-32px,124.0,147.0,-22.9,0.98,3827.1
train/IMG_0262.jpg,8.75,19.17,42.0,<16px,76.6,141.1,-64.5,0.91,414.8
train/IMG_0262.jpg,15.83,25.0,76.0,<16px,90.1,129.1,-38.9,0.43,1456.1
train/IMG_0262.jpg,16.67,20.0,80.0,16-32px,139.1,202.4,-63.2,1.19,1258.5
train/IMG_0262.jpg,14.58,15.83,70.0,<16px,81.9,74.8,7.1,0.91,18.3
train/IMG_0262.jpg,12.08,14.58,58.0,<16px,109.2,114.2,-5.0,0.64,97.2
train/IMG_0262.jpg,15.42,27.92,74.0,<16px,36.3,144.4,-108.1,5.44,627.3
train/IMG_0263.jpg,26.67,27.08,128.0,16-32px,111.5,149.9,-38.4,3.95,1246.9
train/IMG_0263.jpg,22.92,34.17,110.0,16-32px,161.2,140.9,20.2,3.06,2115.7
train/IMG_0263.jpg,26.25,35.42,126.0,16-32px,68.8,169.2,-100.4,1.15,2183.5
train/IMG_0263.jpg,12.08,13.33,58.0,<16px,115.5,113.6,1.9,0.37,24.8
train/IMG_0263.jpg,9.17,10.42,44.0,<16px,126.0,124.6,1.4,1.58,49.3
train/IMG_0263.jpg,9.17,28.75,44.0,<16px,208.9,160.5,48.4,4.57,1010.2
train/IMG_0263.jpg,4.58,8.33,22.0,<16px,122.5,156.2,-33.7,2.07,37.7
train/IMG_0265.jpg,41.67,45.0,200.0,32-64px,139.2,148.4,-9.2,0.28,6983.8
train/IMG_0266.jpg,11.25,12.08,54.0,<16px,99.4,98.2,1.2,0.04,20.0
train/IMG_0266.jpg,12.08,12.92,58.0,<16px,94.4,101.8,-7.5,1.03,20.4
train/IMG_0266.jpg,6.25,10.83,30.0,<16px,132.5,83.5,49.0,0.97,10.1
train/IMG_0266.jpg,7.5,8.33,36.0,<16px,94.1,72.6,21.4,0.68,3.5
train/IMG_0266.jpg,6.67,8.33,32.0,<16px,69.6,52.5,17.1,2.13,2.7
train/IMG_0266.jpg,7.92,8.75,38.0,<16px,62.5,46.1,16.3,1.21,3.2
train/IMG_0266.jpg,7.5,8.75,36.0,<16px,61.7,43.1,18.6,1.77,2.4
train/IMG_0266.jpg,7.92,8.33,38.0,<16px,45.3,45.4,-0.1,0.91,2.0
train/IMG_0266.jpg,7.5,7.5,36.0,<16px,60.6,53.4,7.3,1.91,2.1
train/IMG_0266.jpg,8.33,8.33,40.0,<16px,77.3,66.7,10.6,2.76,2.9
train/IMG_0266.jpg,7.08,8.33,34.0,<16px,47.8,45.7,2.1,0.19,2.1
train/IMG_0268.jpg,43.33,45.0,208.0,32-64px,135.3,153.5,-18.1,7.81,3822.6
train/IMG_0268.jpg,62.08,62.5,298.0,32-64px,157.3,111.5,45.8,7.39,4237.2
train/IMG_0269.jpg,44.58,46.25,214.0,32-64px,91.7,73.3,18.4,0.69,4971.3
train/IMG_0269.jpg,31.25,37.92,150.0,16-32px,79.8,97.6,-17.8,0.9,4997.5
train/IMG_0269.jpg,10.42,18.75,50.0,<16px,47.4,87.1,-39.6,3.11,406.2
train/IMG_0269.jpg,31.25,38.33,150.0,16-32px,79.2,97.6,-18.4,0.92,4819.0
train/IMG_0269.jpg,33.33,36.25,160.0,32-64px,83.4,160.9,-77.5,3.44,2764.1
train/IMG_0269.jpg,26.67,46.67,128.0,16-32px,41.7,132.9,-91.2,4.16,1700.0
train/IMG_0270.jpg,63.75,65.83,306.0,32-64px,99.1,137.9,-38.8,2.73,7488.1
train/IMG_0270.jpg,50.42,60.83,242.0,32-64px,76.6,152.7,-76.1,6.13,3655.7
train/IMG_0272.jpg,72.5,72.92,348.0,64-128px,103.0,113.2,-10.2,3.06,7668.1
train/IMG_0272.jpg,80.0,86.67,384.0,64-128px,114.9,124.9,-10.0,0.52,7359.1
train/IMG_0272.jpg,40.42,50.83,194.0,32-64px,154.0,145.9,8.0,2.65,5402.9
train/IMG_0273.jpg,90.83,96.25,436.0,64-128px,116.6,138.3,-21.7,1.79,10842.4
train/IMG_0273.jpg,102.5,116.67,492.0,64-128px,129.4,146.9,-17.5,1.96,6794.0
train/IMG_0273.jpg,48.75,63.75,234.0,32-64px,154.9,148.2,6.7,3.74,6879.1
train/IMG_0274.jpg,49.17,50.42,236.0,32-64px,138.4,110.0,28.5,5.34,4601.3
train/IMG_0274.jpg,42.08,42.92,202.0,32-64px,111.8,122.3,-10.5,3.43,2754.6
train/IMG_0274.jpg,26.25,31.25,126.0,16-32px,29.5,92.4,-63.0,3.76,346.7
train/IMG_0274.jpg,14.17,15.42,68.0,<16px,101.0,136.0,-35.0,0.16,81.1
train/IMG_0275.jpg,19.58,20.42,94.0,16-32px,139.4,128.2,11.2,3.61,761.8
train/IMG_0275.jpg,16.67,18.75,80.0,16-32px,163.7,100.5,63.2,8.34,508.7
train/IMG_0275.jpg,30.0,30.83,144.0,16-32px,128.8,105.3,23.5,6.12,1600.4
train/IMG_0275.jpg,13.33,16.67,64.0,<16px,136.1,122.5,13.6,2.04,169.0
train/IMG_0275.jpg,6.67,6.67,32.0,<16px,87.0,86.4,0.6,0.1,3.4
train/IMG_0276.jpg,35.42,36.67,170.0,32-64px,130.9,132.1,-1.2,4.54,5481.7
train/IMG_0276.jpg,38.75,42.92,186.0,32-64px,134.5,115.6,18.9,4.99,7180.8
train/IMG_0276.jpg,34.17,36.25,164.0,32-64px,153.2,159.5,-6.3,10.98,5495.7
train/IMG_0281.jpg,69.17,88.33,332.0,64-128px,106.3,195.6,-89.3,5.22,3008.5
train/IMG_0281.jpg,87.92,88.75,422.0,64-128px,137.3,103.3,33.9,3.59,3115.8
train/IMG_0281.jpg,25.42,26.67,122.0,16-32px,144.1,156.4,-12.3,2.17,1307.9
train/IMG_0283.jpg,58.75,67.08,282.0,32-64px,134.7,105.9,28.8,18.02,9505.3
train/IMG_0283.jpg,55.42,57.08,266.0,32-64px,120.4,67.8,52.6,7.18,7867.9
train/IMG_0283.jpg,30.0,34.17,144.0,16-32px,87.9,106.0,-18.1,2.6,1410.4
train/IMG_0284.jpg,51.67,57.08,248.0,32-64px,81.6,92.1,-10.5,1.74,4559.3
train/IMG_0284.jpg,112.92,125.0,542.0,64-128px,160.0,183.0,-23.0,34.27,1083.4
train/IMG_0285.jpg,31.67,43.75,152.0,16-32px,56.8,68.4,-11.6,0.94,1710.4
train/IMG_0287.jpg,33.75,35.0,162.0,32-64px,100.1,108.4,-8.3,0.96,138.6
train/IMG_0287.jpg,32.92,46.25,158.0,32-64px,39.9,113.2,-73.4,4.13,629.5
train/IMG_0287.jpg,18.33,27.5,88.0,16-32px,101.0,132.7,-31.6,4.21,368.8
train/IMG_0287.jpg,57.5,79.17,276.0,32-64px,137.2,104.9,32.3,6.35,5103.4
train/IMG_0287.jpg,22.5,33.33,108.0,16-32px,76.6,112.7,-36.1,3.19,1483.2
train/IMG_0288.jpg,75.83,76.67,364.0,64-128px,141.9,95.5,46.4,9.62,8727.1
train/IMG_0288.jpg,41.25,43.33,198.0,32-64px,48.7,66.6,-17.9,0.56,68.7
train/IMG_0289.jpg,25.0,25.0,120.0,16-32px,85.5,80.9,4.6,4.27,1079.0
train/IMG_0289.jpg,27.5,39.17,132.0,16-32px,101.5,120.9,-19.4,1.06,548.7
train/IMG_0289.jpg,19.17,20.0,92.0,16-32px,135.9,151.1,-15.2,3.14,409.1
train/IMG_0291.jpg,94.58,106.25,454.0,64-128px,200.6,147.1,53.5,3.13,2446.5
train/IMG_0292.jpg,109.17,135.0,524.0,64-128px,132.8,126.5,6.3,3.63,842.0
train/IMG_0294.jpg,52.5,55.0,252.0,32-64px,127.6,96.0,31.6,7.09,3305.7
train/IMG_0294.jpg,22.5,34.58,108.0,16-32px,62.0,112.9,-50.8,3.5,458.8
train/IMG_0294.jpg,16.25,32.5,78.0,16-32px,66.2,89.7,-23.5,0.52,65.2
train/IMG_0297.jpg,48.75,48.75,234.0,32-64px,103.8,66.8,37.1,4.38,6304.7
train/IMG_0298.jpg,130.42,153.33,626.0,>=128px,97.9,150.7,-52.8,0.43,2383.4
train/IMG_0298.jpg,90.42,99.58,434.0,64-128px,89.9,142.0,-52.1,0.51,400.1
train/IMG_0300.jpg,38.33,39.58,184.0,32-64px,81.7,96.1,-14.4,2.25,4892.8
train/IMG_0300.jpg,20.83,28.75,100.0,16-32px,52.6,122.6,-70.1,0.4,665.5
train/IMG_0300.jpg,20.42,37.5,98.0,16-32px,67.6,75.0,-7.4,6.22,314.8
train/IMG_0300.jpg,19.58,42.92,94.0,16-32px,88.0,75.4,12.6,7.83,756.2
train/IMG_0300.jpg,22.08,36.25,106.0,16-32px,45.9,89.6,-43.7,2.23,412.9
train/IMG_0300.jpg,6.67,7.08,32.0,<16px,68.1,72.2,-4.0,0.27,3.6
train/IMG_0300.jpg,4.17,6.67,20.0,<16px,57.8,112.9,-55.1,3.36,3.3
train/IMG_0300.jpg,2.92,4.58,14.0,<16px,50.5,87.0,-36.5,0.78,1.8
train/IMG_0300.jpg,2.5,5.0,12.0,<16px,40.7,74.8,-34.1,0.27,2.0
train/IMG_0300.jpg,26.25,30.42,126.0,16-32px,90.9,84.6,6.3,2.01,2465.0
train/IMG_0300.jpg,16.67,27.08,80.0,16-32px,31.5,85.7,-54.2,2.93,634.4
train/IMG_0302.jpg,57.92,64.17,278.0,32-64px,79.9,96.2,-16.2,1.55,3751.2
train/IMG_0306.jpg,67.08,73.75,322.0,64-128px,85.3,145.5,-60.2,2.0,3860.5
train/IMG_0306.jpg,51.67,54.17,248.0,32-64px,90.5,139.2,-48.7,1.1,4646.5
train/IMG_0306.jpg,46.25,46.67,222.0,32-64px,106.4,88.7,17.7,5.41,4334.6
train/IMG_0306.jpg,45.0,46.25,216.0,32-64px,85.3,91.5,-6.2,2.94,5815.7
train/IMG_0306.jpg,30.0,60.42,144.0,16-32px,127.6,74.2,53.4,9.58,1764.5
train/IMG_0306.jpg,49.17,59.17,236.0,32-64px,137.7,141.1,-3.4,1.4,6341.9
train/IMG_0306.jpg,27.92,49.17,134.0,16-32px,153.7,141.6,12.0,1.7,5889.1
train/IMG_0307.jpg,57.5,60.42,276.0,32-64px,129.3,88.7,40.6,8.85,3967.5
train/IMG_0307.jpg,70.0,87.5,336.0,64-128px,83.1,105.5,-22.4,0.32,989.1
train/IMG_0307.jpg,60.83,73.33,292.0,32-64px,95.9,115.2,-19.3,0.52,402.9
train/IMG_0307.jpg,26.25,39.58,126.0,16-32px,74.4,194.1,-119.7,8.7,1961.9
train/IMG_0308.jpg,60.42,62.08,290.0,32-64px,104.8,117.3,-12.4,2.89,8118.3
train/IMG_0308.jpg,31.67,48.33,152.0,16-32px,46.9,134.5,-87.7,3.11,1963.4
train/IMG_0308.jpg,21.67,39.58,104.0,16-32px,194.0,152.8,41.2,5.78,1449.9
train/IMG_0308.jpg,42.08,50.83,202.0,32-64px,98.8,88.0,10.8,0.35,4896.1
train/IMG_0308.jpg,17.92,44.58,86.0,16-32px,63.8,129.8,-66.1,4.73,1285.7
train/IMG_0310.jpg,151.67,162.08,728.0,>=128px,135.7,130.6,5.2,6.3,3220.2
train/IMG_0311.jpg,213.75,216.67,1026.0,>=128px,169.8,144.4,25.4,5.11,1002.4
train/IMG_0312.jpg,56.25,58.33,270.0,32-64px,141.6,119.6,22.1,2.26,6772.4
train/IMG_0312.jpg,45.0,49.58,216.0,32-64px,120.0,128.9,-8.9,2.33,5513.8
train/IMG_0312.jpg,42.08,51.67,202.0,32-64px,124.8,98.4,26.4,4.28,2826.5
train/IMG_0312.jpg,24.17,47.08,116.0,16-32px,42.2,76.7,-34.5,2.26,1088.0
train/IMG_0313.jpg,40.42,43.75,194.0,32-64px,109.3,81.7,27.7,5.08,5184.5
train/IMG_0313.jpg,13.33,31.25,64.0,<16px,36.8,69.8,-33.0,1.56,405.6
train/IMG_0313.jpg,50.42,59.17,242.0,32-64px,115.8,135.0,-19.2,1.43,4326.1
train/IMG_0313.jpg,60.83,62.92,292.0,32-64px,146.3,143.6,2.7,1.96,5905.3
train/IMG_0314.jpg,54.17,56.25,260.0,32-64px,78.3,124.4,-46.1,1.51,3040.0
train/IMG_0314.jpg,28.33,29.58,136.0,16-32px,110.3,117.4,-7.1,0.97,427.9
train/IMG_0317.jpg,57.5,59.58,276.0,32-64px,108.8,137.5,-28.6,5.61,4655.5
train/IMG_0317.jpg,45.83,46.25,220.0,32-64px,116.0,173.0,-57.0,3.14,7625.2
train/IMG_0317.jpg,52.5,52.92,252.0,32-64px,108.4,118.4,-10.0,0.04,7278.3
train/IMG_0317.jpg,5.0,5.42,24.0,<16px,97.6,131.8,-34.2,2.51,3.1
train/IMG_0317.jpg,5.0,6.25,24.0,<16px,69.7,97.4,-27.7,1.9,3.0
train/IMG_0318.jpg,42.5,44.17,204.0,32-64px,105.2,114.1,-8.8,8.44,4332.5
train/IMG_0318.jpg,53.75,55.83,258.0,32-64px,107.8,111.4,-3.6,6.98,4282.8
train/IMG_0318.jpg,45.0,45.83,216.0,32-64px,98.4,93.5,4.9,7.69,4012.5
train/IMG_0319.jpg,17.92,18.75,86.0,16-32px,102.6,98.0,4.6,0.84,1243.9
train/IMG_0319.jpg,15.0,17.5,72.0,<16px,113.0,148.5,-35.5,0.95,579.0
train/IMG_0319.jpg,20.83,20.83,100.0,16-32px,122.7,164.0,-41.3,7.04,2756.5
train/IMG_0319.jpg,18.33,19.17,88.0,16-32px,72.4,100.4,-28.0,0.98,1033.2
train/IMG_0319.jpg,22.08,22.08,106.0,16-32px,99.7,109.4,-9.7,2.5,2215.4
train/IMG_0319.jpg,19.17,22.92,92.0,16-32px,117.3,178.7,-61.4,3.63,1675.8
train/IMG_0319.jpg,20.83,23.33,100.0,16-32px,74.1,97.0,-22.9,0.53,1472.2
train/IMG_0319.jpg,23.33,25.83,112.0,16-32px,98.7,149.4,-50.7,5.79,2288.8
train/IMG_0319.jpg,14.17,16.67,68.0,<16px,115.0,159.8,-44.7,6.42,616.2
train/IMG_0319.jpg,6.67,7.5,32.0,<16px,140.0,167.9,-28.0,2.44,20.3
train/IMG_0319.jpg,4.17,11.67,20.0,<16px,147.7,148.1,-0.4,2.56,118.9
train/IMG_0319.jpg,6.25,8.33,30.0,<16px,162.3,145.0,17.3,0.71,75.5
train/IMG_0319.jpg,5.42,9.17,26.0,<16px,183.8,137.4,46.4,5.19,64.4
train/IMG_0319.jpg,4.58,10.83,22.0,<16px,102.9,129.4,-26.6,2.26,54.4
train/IMG_0319.jpg,10.42,10.83,50.0,<16px,91.9,128.6,-36.7,2.3,79.3
train/IMG_0319.jpg,7.92,8.33,38.0,<16px,102.8,129.4,-26.5,3.51,40.4
train/IMG_0319.jpg,19.17,19.17,92.0,16-32px,63.0,58.6,4.4,2.51,560.2
train/IMG_0319.jpg,15.42,17.5,74.0,<16px,42.7,52.9,-10.3,1.21,146.9
train/IMG_0319.jpg,6.25,7.5,30.0,<16px,58.8,90.2,-31.4,1.1,16.1
train/IMG_0319.jpg,7.92,10.83,38.0,<16px,94.8,133.2,-38.4,5.13,86.3
train/IMG_0319.jpg,5.83,10.42,28.0,<16px,41.2,118.7,-77.6,6.22,29.8
train/IMG_0320.jpg,19.58,21.25,94.0,16-32px,107.0,170.6,-63.6,3.57,1927.0
train/IMG_0320.jpg,19.17,19.58,92.0,16-32px,96.4,99.8,-3.4,0.07,1028.7
train/IMG_0320.jpg,20.0,20.83,96.0,16-32px,66.8,90.3,-23.5,0.29,875.1
train/IMG_0320.jpg,23.75,24.58,114.0,16-32px,94.2,111.7,-17.5,1.56,1964.4
train/IMG_0320.jpg,22.5,24.58,108.0,16-32px,62.8,81.1,-18.3,1.13,1201.6
train/IMG_0320.jpg,22.5,23.33,108.0,16-32px,50.5,69.7,-19.2,0.49,768.0
train/IMG_0320.jpg,21.67,22.08,104.0,16-32px,89.2,127.7,-38.5,4.29,1785.7
train/IMG_0320.jpg,4.58,11.67,22.0,<16px,136.6,115.6,21.1,2.78,164.0
train/IMG_0320.jpg,9.58,13.75,46.0,<16px,98.7,146.6,-48.0,2.89,313.8
train/IMG_0320.jpg,6.67,12.92,32.0,<16px,106.7,143.2,-36.5,3.22,183.0
train/IMG_0320.jpg,5.0,6.67,24.0,<16px,119.6,148.7,-29.1,4.37,11.2
train/IMG_0320.jpg,9.58,9.58,46.0,<16px,87.4,109.9,-22.5,1.34,18.6
train/IMG_0320.jpg,8.33,9.17,40.0,<16px,100.9,134.9,-34.0,2.78,25.2
train/IMG_0320.jpg,17.92,20.83,86.0,16-32px,116.5,143.0,-26.5,1.35,711.3
train/IMG_0320.jpg,17.92,18.75,86.0,16-32px,31.4,42.6,-11.2,0.58,49.9
train/IMG_0320.jpg,15.0,16.25,72.0,<16px,39.8,65.2,-25.4,0.68,97.2
train/IMG_0321.jpg,48.75,57.5,234.0,32-64px,113.4,151.1,-37.7,1.75,6360.1
train/IMG_0321.jpg,34.17,35.42,164.0,32-64px,71.0,107.4,-36.3,1.88,381.5
train/IMG_0321.jpg,74.17,77.08,356.0,64-128px,129.4,125.0,4.4,0.16,2465.8
train/IMG_0321.jpg,65.0,66.25,312.0,64-128px,77.2,128.8,-51.7,0.48,2692.0
train/IMG_0321.jpg,75.42,80.0,362.0,64-128px,99.9,122.2,-22.3,5.61,3898.1
train/IMG_0321.jpg,17.08,22.92,82.0,16-32px,127.0,151.7,-24.7,2.04,1178.5
train/IMG_0321.jpg,8.75,12.08,42.0,<16px,131.3,127.1,4.2,1.52,110.9
train/IMG_0321.jpg,11.67,13.33,56.0,<16px,125.7,113.5,12.2,2.02,147.7
train/IMG_0321.jpg,11.67,14.58,56.0,<16px,136.5,158.4,-21.9,2.23,88.8
train/IMG_0322.jpg,64.58,67.08,310.0,64-128px,95.5,127.7,-32.2,3.9,2141.0
train/IMG_0322.jpg,49.58,51.67,238.0,32-64px,90.8,87.9,2.9,0.26,3797.1
train/IMG_0322.jpg,48.33,54.17,232.0,32-64px,92.1,123.1,-31.0,2.5,5481.1
train/IMG_0322.jpg,44.17,46.25,212.0,32-64px,95.1,69.5,25.7,2.68,3695.4
train/IMG_0322.jpg,29.17,38.33,140.0,16-32px,104.7,84.7,20.0,1.38,2693.4
train/IMG_0322.jpg,32.5,36.25,156.0,32-64px,76.6,67.2,9.5,0.88,1870.0
train/IMG_0322.jpg,25.83,26.25,124.0,16-32px,110.1,57.1,53.1,3.25,1941.0
train/IMG_0325.jpg,162.5,166.25,780.0,>=128px,128.2,120.9,7.2,0.32,5342.0
train/IMG_0325.jpg,75.0,130.83,360.0,64-128px,67.4,92.8,-25.4,2.23,1598.8
train/IMG_0325.jpg,141.25,149.58,678.0,>=128px,108.1,130.7,-22.6,3.86,2458.5
train/IMG_0325.jpg,141.67,159.58,680.0,>=128px,154.9,154.8,0.1,5.31,2675.8
train/IMG_0325.jpg,97.5,140.83,468.0,64-128px,158.8,169.8,-11.0,1.36,2843.1
train/IMG_0325.jpg,132.92,143.75,638.0,>=128px,104.6,154.2,-49.7,0.41,3061.7
train/IMG_0325.jpg,55.42,64.58,266.0,32-64px,96.3,175.7,-79.4,1.51,1442.6
train/IMG_0325.jpg,41.67,62.92,200.0,32-64px,98.9,156.2,-57.3,4.07,1499.6
train/IMG_0325.jpg,25.0,97.5,120.0,16-32px,58.2,132.8,-74.6,0.27,1335.3
train/IMG_0326.jpg,128.33,130.42,616.0,>=128px,82.0,133.9,-51.8,4.61,2159.1
train/IMG_0326.jpg,100.83,107.5,484.0,64-128px,64.1,124.4,-60.3,1.5,1129.8
train/IMG_0327.jpg,180.42,184.58,866.0,>=128px,134.5,131.4,3.1,0.33,1309.6
train/IMG_0327.jpg,164.17,167.5,788.0,>=128px,140.5,122.7,17.8,2.31,701.8
train/IMG_0327.jpg,87.5,141.25,420.0,64-128px,152.9,140.6,12.3,0.05,723.4
train/IMG_0327.jpg,121.25,128.33,582.0,64-128px,131.4,112.5,18.8,1.55,448.9
train/IMG_0327.jpg,170.0,193.33,816.0,>=128px,133.9,176.5,-42.7,3.28,2265.0
train/IMG_0328.jpg,103.33,106.67,496.0,64-128px,98.6,97.0,1.5,1.4,6203.6
train/IMG_0328.jpg,104.58,111.25,502.0,64-128px,142.3,119.2,23.1,8.55,4128.8
train/IMG_0328.jpg,82.08,88.75,394.0,64-128px,101.2,129.0,-27.8,1.31,5077.2
train/IMG_0328.jpg,45.42,56.25,218.0,32-64px,82.6,133.8,-51.2,7.02,1054.7
train/IMG_0328.jpg,18.75,26.67,90.0,16-32px,52.0,110.7,-58.7,7.59,83.7
train/IMG_0328.jpg,79.58,85.0,382.0,64-128px,77.8,109.1,-31.3,0.34,959.6
train/IMG_0328.jpg,90.0,96.67,432.0,64-128px,142.0,148.5,-6.4,3.86,5757.7
train/IMG_0328.jpg,27.92,88.33,134.0,16-32px,69.2,108.3,-39.1,1.27,595.5
train/IMG_0328.jpg,45.0,80.83,216.0,32-64px,68.5,143.8,-75.3,1.14,1312.2
train/IMG_0328.jpg,45.42,66.25,218.0,32-64px,86.5,167.9,-81.4,5.84,7007.1
train/IMG_0329.jpg,118.75,118.75,570.0,64-128px,114.3,136.4,-22.1,2.22,7203.0
train/IMG_0329.jpg,112.08,115.42,538.0,64-128px,97.2,96.6,0.6,1.89,5913.2
train/IMG_0329.jpg,89.17,94.17,428.0,64-128px,157.9,144.7,13.2,0.49,5264.8
train/IMG_0329.jpg,122.92,127.08,590.0,64-128px,124.7,152.4,-27.6,3.43,7100.3
train/IMG_0329.jpg,58.33,66.67,280.0,32-64px,77.6,167.2,-89.6,4.93,14403.8
train/IMG_0329.jpg,128.33,135.42,616.0,>=128px,100.0,99.2,0.8,3.16,7271.6
train/IMG_0329.jpg,107.5,108.75,516.0,64-128px,107.2,134.4,-27.2,0.88,6262.5
train/IMG_0329.jpg,35.0,117.5,168.0,32-64px,127.6,99.0,28.6,7.28,2289.2
train/IMG_0329.jpg,34.58,56.67,166.0,32-64px,53.6,99.8,-46.3,2.22,1332.0
train/IMG_0329.jpg,60.83,88.75,292.0,32-64px,53.5,110.6,-57.1,3.82,1682.7
train/IMG_0329.jpg,23.33,35.0,112.0,16-32px,107.5,177.1,-69.6,7.01,41.6
train/IMG_0332.jpg,127.92,136.25,614.0,64-128px,103.4,114.4,-11.0,0.97,1168.7
train/IMG_0332.jpg,113.33,135.42,544.0,64-128px,114.5,180.1,-65.6,3.48,743.6
train/IMG_0332.jpg,119.58,121.67,574.0,64-128px,106.1,114.5,-8.4,2.38,1077.7
train/IMG_0332.jpg,50.42,92.92,242.0,32-64px,99.0,100.9,-1.9,3.0,410.1
train/IMG_0333.jpg,124.58,128.75,598.0,64-128px,94.3,111.6,-17.3,1.01,4862.6
train/IMG_0333.jpg,59.58,85.0,286.0,32-64px,31.0,105.4,-74.3,3.02,4310.3
train/IMG_0333.jpg,45.0,57.08,216.0,32-64px,103.1,155.8,-52.7,4.5,462.4
train/IMG_0333.jpg,39.17,41.67,188.0,32-64px,62.8,172.9,-110.1,0.43,345.4
train/IMG_0333.jpg,16.25,24.58,78.0,16-32px,37.3,133.3,-96.1,4.51,963.1
train/IMG_0333.jpg,17.08,37.5,82.0,16-32px,100.4,165.8,-65.4,2.66,953.5
train/IMG_0334.jpg,10.42,11.67,50.0,<16px,45.7,113.6,-67.9,1.18,136.0
train/IMG_0334.jpg,11.67,12.08,56.0,<16px,19.4,52.4,-33.0,1.97,60.1
train/IMG_0334.jpg,13.75,15.0,66.0,<16px,53.7,116.9,-63.2,5.43,468.8
train/IMG_0336.jpg,45.0,47.5,216.0,32-64px,74.0,91.8,-17.8,0.52,824.8
